Unnamed: 0,consult,output
62,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?division
WHERE {
 ?company dbo:foundedIn dbr:Taiwan.
 ?company dbo:hasDivision?division.
}
","{'head': {'link': [], 'vars': ['division']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
63,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
64,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
65,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?city
WHERE {
  dbr:David_W._Brown_House dbo:nearestCity?city.
}
","{'head': {'link': [], 'vars': ['city']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Arapahoe_County,_Colorado'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Englewood,_Colorado'}}]}}"
66,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?debut
WHERE {
  dbr:Deion_Sanders dbo:debut?debut.
}
","{'head': {'link': [], 'vars': ['debut']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
67,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?city
WHERE {
 ?city dbo:nearestCity dbr:Fountain_Lake_Farm.
}
","{'head': {'link': [], 'vars': ['city']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
68,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?character
WHERE {
  dbr:Batman_Live dbo:characters?character.
}
","{'head': {'link': [], 'vars': ['character']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
69,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?artist
WHERE {
 ?artist dbo:training dbr:San_Francisco_Art_Institute.
}
","{'head': {'link': [], 'vars': ['artist']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Peter_Forakis'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Rinaldo_Cuneo'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/America_Meredith'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Carlos_Vierra'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Robert_Graham_(sculptor)'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Thom_Merrick'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/William_T._Wiley'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Jim_Franklin_(artist)'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Helen_Hyde'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Reminisce_(artist)'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/David_Ireland_(artist)'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/James_Zar'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Robert_H._Hudson'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ernest_Peixotto'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ralph_Stackpole'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Tullio_DeSantis'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ray_Strong'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Renata_Bernal'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Suzanne_Bocanegra'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/William_Anthony_(artist)'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Sonia_Gechtoff'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Lin_Evola'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Michael_Heizer'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/T._C._Cannon'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ronnie_Landfield'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Jason_Rhoades'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Paul_McCarthy'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Gregory_Gillespie'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Karl_Kasten'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Annie_Leibovitz'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Gladys_Rockmore_Davis'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Joan_Brown'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Peter_Kovál'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Manuel_Neri'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Peter_Reginato'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ronald_Davis'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Megan_Wilson'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Sarah_Cain'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Daniela_Franco'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Gutzon_Borglum'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ian_Alan_Paul'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Jerome_Caja'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Emily_Carr'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/David_Park_(painter)'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Jess_Collins'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Harrell_Fletcher'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Arthur_Frank_Mathews'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Xavier_Martínez'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Deborah_Remington'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Neil_Williams_(artist)'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Alice_Brown_Chittenden'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Adolph_Treidler'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Lynn_Marie_Kirby'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Carlos_Villa'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Kenn_Davis'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Kevin_Larmee'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Phoebe_Man'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Edith_Heath'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Adelaide_Hanscom_Leeson'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Steve_Lambert'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Vena_Kava'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Doris_Lee'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Honoré_Desmond_Sharrer'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Rowena_Meeks_Abdy'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Mario_Martinez_(painter)'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Linda_Lomahaftewa'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Walter_Kuhlman'}}]}}"
70,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
71,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?country
WHERE {
 ?country dbo:currency dbr:Aureus.
}
","{'head': {'link': [], 'vars': ['country']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'country': {'type': 'uri', 'value': 'http://dbpedia.org/resource/History_of_the_Roman_Empire'}}, {'country': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Roman_Empire'}}]}}"
72,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?award
WHERE {
 ?award dbo:givenTo dbr:A._Peter_Dewey.
}
","{'head': {'link': [], 'vars': ['award']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
73,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
74,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?software
WHERE {
 ?software dbo:developer dbr:John_Fanning_(businessman).
 ?software a <http://dbpedia.org/ontology/Software>
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 9: syntax error at \'(\' before \'businessman\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\n\\nSELECT DISTINCT?software\\nWHERE {\\n ?software dbo:developer dbr:John_Fanning_(businessman).\\n ?software a <http://dbpedia.org/ontology/Software>\\n}\\n""']"
75,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?award)
WHERE {
 ?award dbo:award dbr:Muhammad_Yunus.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
76,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?band
WHERE {
 ?band dbo:label dbr:Motown.
}
","{'head': {'link': [], 'vars': ['band']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
77,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
78,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?unit)
WHERE {
 ?unit dbo:garrison dbr:Arlington_County,_Virginia.
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 9: syntax error at \'_Virginia\' before \'.\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\n\\nSELECT DISTINCT COUNT(?unit)\\nWHERE {\\n ?unit dbo:garrison dbr:Arlington_County,_Virginia.\\n}\\n""']"
79,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?religion
WHERE {
  dbr:Kwai_Chang_Caine dbo:religion?religion.
}
","{'head': {'link': [], 'vars': ['religion']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'religion': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Buddhism'}}]}}"
80,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
81,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?legislature
WHERE {
 ?legislature dbo:leader dbr:Pullaiahgaripalli.
}
","{'head': {'link': [], 'vars': ['legislature']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
82,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?railwayLine
WHERE {
 ?railwayLine dbo:servingRailwayLine dbr:Daund_Junction_railway_station.
 ?film dbo:productionCompany dbr:Film99.
 ?film dbo:location?location.
 ?location dbo:railwayStation?railwayLine.
}
","{'head': {'link': [], 'vars': ['railwayLine']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
83,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?ethnicity
WHERE {
  dbr:Riley_Reid dbo:ethnicity?ethnicity.
}
","{'head': {'link': [], 'vars': ['ethnicity']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'ethnicity': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Chickasaw'}}, {'ethnicity': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Puerto_Ricans_in_the_United_States'}}, {'ethnicity': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Cherokee'}}, {'ethnicity': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Dominican_Americans_(Dominican_Republic)'}}, {'ethnicity': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Irish_Americans'}}, {'ethnicity': {'type': 'uri', 'value': 'http://dbpedia.org/resource/German_Americans'}}, {'ethnicity': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Dutch_Americans'}}]}}"
84,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?show
WHERE {
 ?show dbo:subsidiary dbr:Viacom_Productions.
}
","{'head': {'link': [], 'vars': ['show']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'show': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Paramount_Television'}}]}}"
85,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
86,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?university
WHERE {
 ?university dbo:campus dbr:Mount_Moosilauke.
}
","{'head': {'link': [], 'vars': ['university']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'university': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Dartmouth_College'}}]}}"
87,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?religion)
WHERE {
 ?religion dbo:architecturalStyle dbr:Sanggar_Agung.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
88,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?thing)
WHERE {
 ?thing dbo:programmingLanguage dbr:C++.
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 9: syntax error at \'+\' before \'+\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\n\\nSELECT DISTINCT COUNT(?thing)\\nWHERE {\\n ?thing dbo:programmingLanguage dbr:C++.\\n}\\n""']"
89,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
90,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
91,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
92,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

ASK WHERE {
  dbr:Don_t_Bring_Me_Down dbo:recorded?location.
 ?location dbr:West_Germany.
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 9: syntax error at \'.\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\n\\nASK WHERE {\\n  dbr:Don_t_Bring_Me_Down dbo:recorded?location.\\n ?location dbr:West_Germany.\\n}\\n""']"
93,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?city
WHERE {
 ?river dbo:mouthMountain dbr:Montauk_State_Park.
 ?river dbo:city?city.
}
","{'head': {'link': [], 'vars': ['city']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
94,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?ideology)
WHERE {
 ?ideology dbo:party dbr:Boonchu_Rojanastien.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
95,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
96,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
97,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

ASK {
  dbr:Henry_David_Thoreau dbo:mainInterests dbr:Politics.
}
","{'head': {'link': []}, 'boolean': False}"
98,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
99,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?country
WHERE {
 ?country dbo:leader dbr:Giuseppe_Bertello.
}
","{'head': {'link': [], 'vars': ['country']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'country': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Pontifical_Commission_for_Vatican_City_State'}}, {'country': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Vatican_City'}}]}}"
