Unnamed: 0,model,method,consult,output
127,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>

SELECT?river
WHERE {
 ?river a :River.
 ?river :source?lake.
 ?lake a :LakeOntario.
}
","{'head': {'link': [], 'vars': ['river']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
128,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?locationCity
WHERE {
 ?person a :Person ;
          :birthPlace?locationCity.
 ?teamMember a :TeamMember ;
              :currentTeamMember?person.
 ?team a :SportsTeam ;
        :locationCity?locationCity.
  FILTER (?team = dbr:Denver_Broncos)
}
","{'head': {'link': [], 'vars': ['locationCity']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
129,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?religion
WHERE {
 ?person a :Person.
 ?person :foundedBy dbr:Emel.
 ?person :hasReligion?religion.
}
","{'head': {'link': [], 'vars': ['religion']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
130,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbpedia: <http://dbpedia.org/resource/>
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>

SELECT?managerName
WHERE {
 ?team dbpedia-owl:name ""England national under-20 football team"".
 ?team dbpedia-owl:manager?manager.
 ?manager dbpedia-owl:name?managerName.
}
","{'head': {'link': [], 'vars': ['managerName']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
131,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbpedia: <http://dbpedia.org/resource/>
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT (COUNT(DISTINCT?city) AS?num_cities)
WHERE {
 ?city a dbpedia-owl:City.
 ?city dbpedia-owl:location?location.
 ?location dbpedia-owl:closeTo?bay.
 ?bay a dbpedia-owl:Bay.
 ?bay dbpedia-owl:location?sea.
 ?sea a dbpedia-owl:Sea.
 ?sea dbpedia-owl:location?location.
}
","{'head': {'link': [], 'vars': ['num_cities']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'num_cities': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
132,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?blueLagoonIsland?bahamasAchipelago
WHERE {
 ?blueLagoonIsland a :PopulatedPlace ;
                    rdfs:label ""Blue Lagoon Island""@en ;
                    :continent :BahamasAchipelago.
 ?bahamasAchipelago a :Continent ;
                      rdfs:label ""Bahamas Achipelago""@en.
}
","{'head': {'link': [], 'vars': ['blueLagoonIsland', 'bahamasAchipelago']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
133,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?movie?composer
WHERE {
 ?movie a :Film.
 ?movie :distributedBy dbr:RKO_Pictures.
 ?movie :musicComposer?composer.
 ?composer a :Person.
 ?composer :name ""Bernard Herrmann"".
}
","{'head': {'link': [], 'vars': ['movie', 'composer']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
134,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>

SELECT?newWayParty?oneIsraelParty
WHERE {
 ?newWayParty a :PoliticalParty.
 ?oneIsraelParty a :PoliticalParty.
 ?newWayParty :mergedIn?oneIsraelParty.
}
","{'head': {'link': [], 'vars': ['newWayParty', 'oneIsraelParty']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
135,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT (COUNT(DISTINCT?poleDriver) AS?numPoleDrivers)
WHERE {
 ?race a :GrandPrix.
 ?race :firstDriver?driver.
 ?driver :name ""Damon Hill"".
 ?race :poleDriver?poleDriver.
}
","{'head': {'link': [], 'vars': ['numPoleDrivers']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'numPoleDrivers': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
136,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>

SELECT?jockey?country
WHERE {
 ?jockey a :Jockey.
 ?jockey :country?country.
 ?jockey :race?race.
 ?race a :DubaiWorldCup.
}
","{'head': {'link': [], 'vars': ['jockey', 'country']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
137,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?newspaper?owner
WHERE {
 ?newspaper a :Newspaper.
 ?newspaper :founder?founder.
 ?founder a :Person.
 ?founder :name ""Nehru"".
 ?newspaper :owner?owner.
}
","{'head': {'link': [], 'vars': ['newspaper', 'owner']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
138,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?place
WHERE {
 ?airline a :Airline.
 ?airline :headquarteredIn?country.
 ?country :name ""United Kingdom"".
 ?flight a :Flight.
 ?flight :airline?airline.
 ?flight :destination?place.
}
","{'head': {'link': [], 'vars': ['place']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
139,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?magazine
WHERE {
 ?magazine a :Magazine.
 ?magazine :founder?founder.
 ?founder a :Person.
 ?founder :name ""Ralph J. Gleason"".
}
","{'head': {'link': [], 'vars': ['magazine']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
140,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>

SELECT?seattle?marmora
WHERE {
 ?marmora a :USS_Marmora.
 ?marmora :shipBuilder?seattle.
  FILTER (?seattle = dbr:Seattle)
}
","{'head': {'link': [], 'vars': ['seattle', 'marmora']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
141,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbpedia: <http://dbpedia.org/ontology/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT?city?country?largestCity
WHERE {
 ?city a dbpedia:City.
 ?city dbpedia:country?country.
 ?country dbpedia:largestCity?largestCity.
  FILTER (?largestCity = ""Tirana"")
}
","{'head': {'link': [], 'vars': ['city', 'country', 'largestCity']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
142,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?city
WHERE {
 ?barq a :Barq.
 ?barq :locationCity?city.
 ?city a :City.
}
","{'head': {'link': [], 'vars': ['city']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
143,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?birthPlace
WHERE {
 ?astronaut a :Astronaut.
 ?astronaut :selection?mission.
 ?mission :name ""Vostok programmer"".
 ?astronaut :birthPlace?birthPlace.
}
","{'head': {'link': [], 'vars': ['birthPlace']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
144,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT (COUNT(DISTINCT?person) AS?count)
WHERE {
 ?person a :Person.
 ?person :school?institute.
 ?institute a :EducationalInstitution.
 ?institute :location?location.
 ?location a :Suburb.
}
","{'head': {'link': [], 'vars': ['count']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'count': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
145,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>

SELECT?debutWork
WHERE {
 ?debutWork a :Work.
 ?debutWork :debutWork?person.
 ?person a :Person.
 ?person :name ""Whitney Wistert"".
}
","{'head': {'link': [], 'vars': ['debutWork']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
146,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>

SELECT?shrine
WHERE {
 ?monarch a :Monarch.
 ?monarch :successor?dragimir.
 ?dragimir a :Dragimir.
 ?dragimir :successor?zachlumia.
 ?zachlumia a :Zachlumia.
 ?shrine a :Shrine.
 ?shrine :majorShrineOf?monarch.
}
","{'head': {'link': [], 'vars': ['shrine']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
147,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>

SELECT (COUNT(DISTINCT?show) AS?num_shows)
WHERE {
 ?show a :TelevisionEpisode.
 ?show :broadcastNetwork dbr:Fox_Broadcasting_Company.
}
","{'head': {'link': [], 'vars': ['num_shows']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'num_shows': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
148,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX : <http://dbpedia.org/ontology/>

SELECT?river
WHERE {
 ?river a :River.
 ?river :mouthLocation?location.
 ?location a :ArcticOcean, :LaptevSea.
}
","{'head': {'link': [], 'vars': ['river']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
149,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?war
WHERE {
 ?war a :MilitaryConflict.
 ?war :opponents?country.
 ?country :primeMinister dbr:Chung_Il_Kwon.
}
","{'head': {'link': [], 'vars': ['war']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
150,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?birthPlace
WHERE {
 ?person a :Person.
 ?person :birthPlace?birthPlace.
 ?birthPlace a :Place.
 ?birthPlace :label ""Bryn Mawr Hospital""@en.
}
","{'head': {'link': [], 'vars': ['birthPlace']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
151,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?faith?religiousAffiliation
WHERE {
 ?person a :Person ;
          :name ""Ajith Perera""@en ;
          :faith?faith ;
          :religiousAffiliation?religiousAffiliation.
 ?school a :EducationalInstitution ;
          :name ""Neungin High School""@en ;
          :faith?faith ;
          :religiousAffiliation?religiousAffiliation.
}
","{'head': {'link': [], 'vars': ['faith', 'religiousAffiliation']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
152,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?person
WHERE {
 ?person a :MilitaryPerson.
 ?person :militaryUnit?unit.
 ?unit a :MilitaryUnit.
 ?unit :role ""Air interdiction"".
}
","{'head': {'link': [], 'vars': ['person']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/James_N._Cupp'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Jerry_Coleman__Jerry_Coleman__1'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Jefferson_J._DeBlanc'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Joe_Foss'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/John_Glenn'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Kenneth_L._Reusser'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/John_Glenn'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Christopher_Magee_(fighter_pilot)'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Lee_T._Lasseter'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Henry_T._Elrod'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/John_F._Bolt'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/John_F._Bolt'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Robert_M._Hanson'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Donald_Conroy'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Joe_Foss'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/John_F._Bolt'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Manuel_Rivera,_Jr.'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/James_E._Swett'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Edward_Robert_Sellstrom'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Christopher_Magee_(fighter_pilot)'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Christopher_Magee_(fighter_pilot)'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Scott_Speicher'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Kenneth_A._Walsh'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Newton_Henry_Mason'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Michael_J._Estocin'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/William_Chesarek'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Newton_Henry_Mason'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Paul_G._Baker'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Matt_Santos____1'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Harold_John_Ellison'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Kenneth_L._Reusser'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/William_W._Creamer'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/William_C._Lawe'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/George_H._Gay,_Jr.'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Henry_R._Kenyon,_Jr.'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/John_F._Bolt'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/George_M._Campbell'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Oswald_J._Gaynier'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/John_P._Gray'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Robert_M._Hanson'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Oliver_Mitchell'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Jack_W._Wilke'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Art_Nalls'}}]}}"
153,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?member
WHERE {
 ?member a :BandMember.
 ?member :bandMember dbr:Insects_vs_Robots.
}
","{'head': {'link': [], 'vars': ['member']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
154,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>

SELECT?ombla?country
WHERE {
 ?ombla a :Ombla.
 ?ombla :originateIn?country.
 ?country a :Country.
  FILTER (?country = dbr:Croatia)
}
","{'head': {'link': [], 'vars': ['ombla', 'country']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
155,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>

SELECT?person
WHERE {
 ?person a :Person.
 ?person :residence dbr:Greater_Napanee.
}
","{'head': {'link': [], 'vars': ['person']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
156,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>

SELECT?deathPlace
WHERE {
 ?person dbr:deathPlace?deathPlace.
 ?person dbr:birthPlace?birthPlace.
 ?person dbr:name ""Edwin Adams"".
 ?person dbr:deathPlace?deathPlace.
 ?person dbr:birthPlace?birthPlace.
 ?person dbr:name ""William A Purtell"".
}
","{'head': {'link': [], 'vars': ['deathPlace']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
157,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>

SELECT?nationalTeam
WHERE {
 ?sportsTeam a :SportsTeam ;
             :name ""Trn Vit Hng""@en ;
             :nationalTeam?nationalTeam.
}
","{'head': {'link': [], 'vars': ['nationalTeam']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
